,loc
4736,"48.947041,2.281843"
4737,"48.85053,2.390615"
4738,"48.834184,2.389886"
4739,"48.834416,2.389622"
4740,"48.89247402,2.304121311"
4741,"48.834447,2.389742"
4742,"48.833678,2.324284"
4743,"48.834273,2.389544"
4744,"48.878495,2.312114"
4745,"48.845782,2.308683"
4746,"48.834424,2.389767"
4747,"48.83445,2.389751"
4748,"48.86008,2.327935"
4749,"48.870249,2.486095"
4750,"48.834389,2.389632"
4751,"48.855701,2.350821"
4752,"48.8987,2.2239"
4753,"48.84767,2.294266"
4754,"49.05332,2.11285"
4755,"48.834476,2.389566"
4756,"48.855733,2.407331"
4757,"48.833007,2.346855"
4758,"48.834439,2.389734"
4759,"48.896385,2.42145"
4760,"48.828892,2.350573"
4761,"48.836398,2.312275"
4762,"48.904138,2.444776"
4763,"48.834669,2.389607"
4764,"48.862924,2.40207"
4765,"47.908541,1.90393"
4766,"48.862339,2.406135"
4767,"48.834417,2.389596"
4768,"48.827567,2.348312"
4769,"48.83411,2.389806"
4770,"48.86233,2.34575"
4771,"48.83415,2.389713"
4772,"48.834398,2.389926"
4773,"48.855556,2.26228"
4774,"48.86498,2.298899"
4775,"48.8342568,2.3899229"
4776,"48.834468,2.389714"
4777,"48.860973,2.412896"
4778,"48.952106,2.304986"
4779,"48.83436,2.389521"
4780,"48.833013,2.380974"
4781,"48.869489,2.34242"
4782,"48.83764,2.39732"
4783,"48.877462,2.308225"
4784,"48.826386,2.367128"
4785,"48.856446,2.292451"
4786,"48.853984,2.333108"
4787,"48.8261706,2.3027774"
4788,"48.858815068,2.315276089"
4789,"48.859817,2.296928"
4790,"48.831549,2.376603"
4791,"48.874659,2.306098"
4792,"48.873985161,2.405254238"
4793,"48.842076,2.30057"
4794,"48.876991,2.331165"
4795,"48.885252,2.34451"
4796,"48.845307,2.260753"
4797,"48.846425,2.320605"
4798,"48.859598,2.287539"
4799,"48.881539,2.353978"
4800,"48.852931,2.411775"
4801,"48.850946,2.294441"
4802,"48.879239,2.329534"
4803,"48.83796,2.370564"
4804,"48.878739,2.293996"
4805,"48.843164,2.342873"
4806,"48.886176,2.34409"
4807,"48.859814813,2.296640575"
4808,"48.889006,2.37321"
4809,"48.879466,2.348475"
4810,"48.889598027,2.382683822"
4811,"48.822123,2.35627"
4812,"48.85252,2.333076"
4813,"48.828712,2.295837"
4814,"48.876415,2.34228"
4815,"48.845751,2.370965"
4816,"48.855131,2.379137"
4817,"48.821964,2.330185"
4818,"48.871123891,2.400922061"
4819,"48.843271,2.320266"
4820,"48.874565691,2.297181291"
4821,"48.847581,2.286042"
4822,"48.85878,2.325041"
4823,"48.825883,2.363302"
4824,"48.83815779,2.262992092"
4825,"48.923802,2.506272"
4826,"48.855911,2.277795"
4827,"48.859002,2.317718"
4828,"48.863185,2.408833"
4829,"48.837634,2.397193"
4830,"48.838764,2.321839"
4831,"48.836426,2.301545"
4832,"48.856982,2.402543"
4833,"48.861971,2.407011"
4834,"48.8343459,2.3896196"
4835,"48.83839,2.300039"
4836,"48.834352,2.389954"
4837,"48.864631,2.428181"
4838,"48.872287,2.392975"
4839,"48.820095,2.354354"
4840,"48.891461,2.35082"
4841,"48.834431,2.389542"
4842,"48.834376,2.389817"
4843,"48.857686,2.344894"
4844,"48.834779,2.290241"
4845,"48.834358,2.389652"
4846,"48.823186,2.364429"
4847,"48.854025,2.406887"
4848,"48.877233,2.339882"
4849,"48.818925,2.329426"
4850,"48.848851,2.263648"
4851,"48.945665,2.349427"
4852,"48.825385,2.318982"
4853,"48.881814,2.293802"
4854,"48.834584,2.389873"
4855,"48.8634312,2.4114255"
4856,"48.83446,2.389449"
4857,"48.832008,2.304407"
4858,"48.823965,2.306826"
4859,"48.873401,2.396495"
4860,"48.859211,2.286819"
4861,"48.92762,2.551141"
4862,"48.834507,2.389556"
4863,"48.804783,2.316805"
4864,"48.898935,2.225281"
4865,"48.90636,2.380355"
4866,"48.855974,2.277604"
4867,"48.877018,2.285806"
4868,"48.887367,2.336952"
4869,"48.834424,2.38962"
4870,"48.893533,2.382561"
4871,"48.847071183,2.278974363"
4872,"48.85391,2.304571"
4873,"48.88378,2.374186"
4874,"48.872823,2.291403"
4875,"48.82672,2.332255"
4876,"48.850553,2.29434"
4877,"48.858822732,2.315277247"
4878,"48.841957,2.264304"
4879,"48.870647,2.358654"
4880,"48.845493,2.37722"
4881,"48.837727,2.297263"
4882,"48.834373,2.389716"
4883,"48.881151,2.358691"
4884,"48.884907,2.290961"
4885,"48.841510667,2.32728993"
4886,"48.854276,2.373433"
4887,"48.863951,2.37218"
4888,"48.84489,2.346596"
4889,"48.867879,2.324259"
4890,"48.885702,2.31699"
4891,"48.863144593,2.40249273"
4892,"48.831364,2.321662"
4893,"48.893491,2.344799"
4894,"48.845982,2.370967"
4895,"48.888508,2.3917"
4896,"48.844203,2.320452"
4897,"48.884349,2.343812"
4898,"48.873559,2.2962"
4899,"48.820157,2.339572"
4900,"48.834608062,2.321366124"
4901,"48.886473,2.335926"
4902,"48.851432,2.331904"
4903,"48.864661,2.334649"
4904,"48.826289,2.323743"
4905,"48.878778,2.410743"
4906,"48.844618,2.364272"
4907,"48.867847,2.392511"
4908,"48.895042,2.359627"
4909,"48.820089,2.361535"
4910,"48.881456,2.353978"
4911,"48.874231,2.37394"
4912,"48.871834,2.345991"
4913,"48.852941,2.262552"
4914,"48.870525,2.387827"
4915,"48.856673,2.420217"
4916,"48.859055,2.351974"
4917,"48.843363,2.281168"
4918,"48.877429375,2.294200484"
4919,"48.877719077,2.306188181"
4920,"48.82059,2.34164"
4921,"48.854504,2.330735"
4922,"48.848059,2.347132"
4923,"48.897268,2.324174"
4924,"48.875848,2.400895"
4925,"48.87034,2.349088"
4926,"48.886595,2.332964"
4927,"48.837692,2.297452"
4928,"48.88943,2.208978"
4929,"48.834328,2.38992"
4930,"48.834386,2.389558"
4931,"48.844608,2.367865"
4932,"48.960516,2.501131"
4933,
4934,"48.87628,2.376056"
4935,"48.881163,2.283549"
4936,"48.850861,2.362345"
4937,"48.881266,2.327225"
4938,"48.837634,2.295302"
4939,"48.834194,2.389791"
4940,"48.823003,2.304925"
4941,"48.834471,2.389776"
4942,"48.83248401,2.278733381"
4943,"48.829063,2.306409"
4944,"48.900376,2.3941931"
4945,"48.841411,2.264081"
4946,"48.848833,2.263896"
4947,"48.868952,2.275891"
4948,"48.834462,2.389605"
4949,"48.870136,2.486178"
4950,"48.847917,2.36777"
4951,"48.869097,2.271848"
4952,"48.875913,2.309658"
4953,"48.857894,2.307338"
4954,"48.858281,2.414541"
4955,"48.862379,2.406325"
4956,"48.834396,2.389647"
4957,"48.861132076,2.412845276"
4958,"49.007449,2.36509"
4959,"48.834441,2.389653"
4960,"48.834445,2.389676"
4961,"48.874627,2.381327"
4962,"48.856674,2.330724"
4963,"48.828093,2.395713"
4964,"48.89234,2.385184"
4965,"48.817845,2.349655"
4966,"48.84346,2.342797"
4967,"48.888488,2.399095"
4968,"48.825139,2.304061"
4969,"48.826757,2.327501"
4970,"48.834439,2.389753"
4971,"48.857358,2.399449"
4972,"48.825638895,2.311436868"
4973,"48.833685,2.321689"
4974,"48.86373,2.359966"
4975,"48.853864,2.29681"
4976,"48.874118,2.346585"
4977,"48.882824,2.375919"
4978,"48.853706,2.387181"
4979,"48.864141,2.380273"
4980,"48.835671,2.289816"
4981,"48.882033,2.339337"
4982,"48.85588,2.268827"
4983,"48.885864,2.314082"
4984,"48.881315,2.374339"
4985,"48.862103,2.27003"
4986,"48.862193,2.399554"
4987,"48.867509262,2.30610325"
4988,"48.860881,2.314842"
4989,"48.824625871,2.341358895"
4990,"48.884453,2.343413"
4991,"48.863925,2.37063"
4992,"48.887953,2.377399"
4993,"48.858974,2.278421"
4994,"48.842929,2.296672"
4995,"48.85848,2.284731"
4996,"48.866396,2.365634"
4997,"48.851671,2.348788"
4998,"48.878058,2.34611"
4999,"48.877989,2.352709"
5000,"48.8648588,2.3312979"
5001,"48.895052,2.359637"
5002,"48.842923609,2.256429804"
5003,"48.884775,2.344787"
5004,"48.855199,2.39179"
5005,"48.842189222,2.341159357"
5006,"48.856114,2.292864"
5007,"48.875032,2.284375"
5008,"48.834285,2.385748"
5009,"48.856947,2.402629"
5010,"48.847535,2.294314"
5011,"48.871945,2.38277"
5012,"48.844204,2.255747"
5013,"48.885675,2.314908"
5014,"48.842043,2.300591"
5015,"48.886439,2.320617"
5016,"48.87159,2.381298"
5017,"48.824534882,2.35803987"
5018,"48.853005,2.319024"
5019,"48.853633,2.287732"
5020,"48.883125,2.330091"
5021,"48.829058,2.306365"
5022,"48.827563,2.325995"
5023,"48.842143589,2.300591101"
5024,"48.880929,2.316952"
5025,"48.898326,2.382802"
5026,"48.874196,2.324549"
5027,"48.834863,2.305665"
5028,"48.84638,2.415426"
5029,"48.890964,2.340662"
5030,"48.877104,2.285786"
5031,"48.857562,2.276512"
5032,"48.839266,2.314648"
5033,"48.839587,2.323445"
5034,"48.944038,2.359118"
5035,"48.877469,2.400231"
5036,"48.819408,2.348327"
5037,"48.834393,2.389757"
5038,"48.889427,2.342134"
5039,"48.899006,2.370249"
5040,"48.851747,2.638447"
5041,"48.833312,2.295877"
5042,"48.842365,2.265488"
5043,"48.982091,2.466745"
5044,"48.832529,2.27871"
5045,"48.865619,2.390331"
5046,"48.876928,2.378624"
5047,"48.924996,2.363453"
5048,"48.91628,2.390243"
5049,"48.834535,2.389667"
5050,"48.830177,2.316867"
5051,"48.829061,2.3066497"
5052,"48.830335,2.299941"
5053,"48.892474,2.304159"
5054,"48.890486,2.29843"
5055,"48.865288,2.29896"
5056,"48.834484,2.389815"
5057,"48.89866,2.223676"
5058,"48.845569,2.25276"
5059,"48.823942,2.31633"
5060,"48.859378,2.32317"
5061,"48.852774,2.334037"
5062,"48.836091,2.260875"
5063,"48.834445,2.389391"
5064,"48.834074,2.390397"
5065,"48.825551,2.311564"
5066,"48.8570896,2.2964128"
5067,"48.83444,2.389682"
5068,"48.834591,2.389598"
5069,"48.834513,2.389907"
5070,"48.948589,2.357206"
5071,"48.848926,2.352595"
5072,"48.695796,2.293759"
5073,"48.875793,2.400858"
5074,"48.847592,2.286034"
5075,"48.834481,2.389696"
5076,"48.83431,2.389525"
5077,"48.824347,2.316374"
5078,"48.934871,2.148778"
5079,"48.834376,2.389597"
5080,"48.834395,2.389645"
5081,"48.825433,2.367273"
5082,"49.048866,2.411785"
5083,"48.974116,2.397995"
5084,"48.8344368,2.3895436"
5085,"48.871543,2.387669"
5086,"48.823956,2.316308"
5087,"48.942368,2.290085"
5088,"48.860073,2.279576"
5089,"48.834466,2.389871"
5090,"48.893534,2.345944"
5091,"48.822719,2.364635"
5092,"48.864794,2.342197"
5093,"48.898693,2.223645"
5094,"48.886848,2.346675"
5095,"48.833072,2.324495"
5096,"48.81774,2.359227"
5097,"48.834447,2.389552"
5098,"48.869295,2.271861"
5099,"48.875503,2.382922"
5100,"48.834409,2.389737"
5101,"48.832227,2.397241"
5102,"48.885584,2.333242"
5103,"48.823,2.304938"
5104,"48.834463,2.388981"
5105,"48.841941475,2.264304397"
5106,"48.828002,2.298292"
5107,"48.839291,2.266773"
5108,"48.858338,2.342175"
5109,"41.376991,2.163202"
5110,"48.834472,2.389735"
5111,"48.831338,2.277361"
5112,"48.890173,2.342047"
5113,"48.874541,2.393105"
5114,"50.63811,2.986324"
5115,"48.873509,2.391304"
5116,"48.921156,2.442655"
5117,"48.851609,2.297572"
5118,"48.834398,2.389634"
5119,"48.834543,2.390003"
5120,"48.947825,2.281518"
5121,"48.890736,2.29827"
5122,"48.8621,2.324863"
5123,"48.840849,2.258476"
5124,"48.833668,2.364988"
5125,"48.872135,2.333328"
5126,"48.857234,2.355543"
5127,"48.834395,2.389738"
5128,"48.833319,2.317254"
5129,"48.898421,2.436926"
5130,"48.830375,2.370199"
5131,"48.845613,2.577168"
5132,"48.859462,2.357648"
5133,"48.849165,2.344827"
5134,"48.883355,2.331071"
5135,"48.831639,2.278088"
5136,"48.87006,2.312046"
5137,"48.859852,2.291685"
5138,"48.855404,2.306857"
5139,"48.827537,2.377126"
5140,"48.841267,2.324713"
5141,"48.828702773,2.369726264"
5142,"48.844334,2.294799"
5143,"48.833721,2.321689"
5144,"48.877498,2.381202"
5145,"48.83495471,2.373770078"
5146,"48.834694,2.310704"
5147,"48.859454,2.340718"
5148,"48.850340017,2.30704918"
5149,"48.881541,2.374288"
5150,"48.852701,2.29098"
5151,"48.879612,2.399402"
5152,"48.86476,2.288357"
5153,"48.84144771,2.338766686"
5154,"48.881883742,2.285231931"
5155,"48.877512,2.308082"
5156,"48.855713,2.333664"
5157,"48.882102,2.336517"
5158,"48.894498,2.381492"
5159,"48.852451,2.372203"
5160,"48.847974,2.367802"
5161,"48.8479306,2.3018583"
5162,"48.8414,2.34828"
5163,"48.834481,2.389775"
5164,"48.845598,2.356043"
5165,"48.857936,2.379595"
5166,"48.834792,2.326701"
5167,"48.837846,2.397328"
5168,"48.822137,2.314651"
5169,"48.872218,2.397767"
5170,"48.880686,2.360125"
5171,"48.828403,2.316881"
5172,"48.864091,2.319756"
5173,"48.872913,2.335556"
5174,"48.892267,2.329677"
5175,"48.869689,2.303619"
5176,"48.866447,2.373504"
5177,"48.88671338,2.346719987"
5178,"48.823904,2.329185"
5179,"48.834413,2.389772"
5180,"48.834514,2.389675"
5181,"48.8549877,2.3702077"
5182,"48.790706,2.380337"
5183,"48.837742,2.382753"
5184,"48.834361,2.3895"
5185,"48.838354,2.375898"
5186,"48.879556,2.287444"
5187,"48.83433,2.396948"
5188,"48.834367,2.389725"
5189,"48.84046,2.407673"
5190,"48.834364,2.389748"
5191,"48.834373,2.389808"
5192,"48.827417,2.325939"
5193,"48.849753,2.192115"
5194,"48.95654,2.500265"
5195,"48.818462,2.358599"
5196,"48.829931,2.299801"
5197,"48.966328,2.396146"
5198,"48.829746,2.388172"
5199,"48.834316,2.3897829"
5200,"48.876015,2.370014"
5201,"48.885785,2.326287"
5202,"48.82692,2.370655"
5203,"48.888234,2.302731"
5204,"49.435675,1.09562"
5205,"48.834451,2.389563"
5206,"48.832857,2.404256"
5207,"48.832039,2.312985"
5208,"48.849563,2.377539"
5209,"48.860649,2.282355"
5210,"48.866398921,2.383730908"
5211,"48.856547,2.409206"
5212,"48.851127,2.311793"
5213,"48.864186,2.359007"
5214,"48.866395,2.383465"
5215,"48.834823,2.314015"
5216,"48.875240329,2.334865377"
5217,"48.891979919,2.349949676"
5218,"48.817749,2.359201"
5219,"48.876149,2.387885"
5220,"48.899008,2.32991"
5221,"48.893846,2.317786"
5222,"48.830265,2.319922"
5223,"48.858856,2.293119"
5224,"48.858399101,2.28480807"
5225,"48.854138,2.297795"
5226,"48.850914,2.377012"
5227,"48.857041001,2.309971021"
5228,"48.837576,2.373596"
5229,"48.834574,2.333583"
5230,"48.869175,2.403107"
5231,"48.821832,2.372483"
5232,"48.882486,2.36692"
5233,"48.850277,2.387459"
5234,"48.714881,2.289483"
5235,"48.827155,2.361783"
5236,"48.852432,2.335346"
5237,"48.875068,2.395447"
5238,"48.890251,2.354604"
5239,"48.844956,2.369796"
5240,"48.899729,2.345551"
5241,"48.840502,2.368739"
5242,"48.828262,2.316794"
5243,"48.843167,2.350227"
5244,"48.825594601,2.318911123"
5245,"48.869428,2.393281"
5246,"48.887091308,2.314004694"
5247,"48.823926212,2.351589119"
5248,"48.826867,2.370795"
5249,"48.831729264,2.277864213"
5250,"48.887425,2.38163"
5251,"48.854484,2.319133"
5252,"48.877278,2.389333"
5253,"48.928552,2.363132"
5254,"48.834504,2.38978"
5255,"48.8340642,2.3895007"
5256,"48.82165,2.321711"
5257,"48.909415,2.381753"
5258,"48.858018,2.406265"
5259,"48.834346,2.389653"
5260,"48.834516,2.389792"
5261,"48.864233,2.406912"
5262,"48.897768,2.326471"
5263,"48.834441,2.389799"
5264,"48.836198,2.261037"
5265,"48.944776,2.285848"
5266,"48.860912,2.406518"
5267,"48.85704,2.383081"
5268,"48.13877,-2.18837"
5269,"48.813338,2.391976"
5270,"48.834465,2.389695"
5271,"48.837831,2.295137"
5272,"48.860922,2.372199"
5273,"48.8343577,2.3897323"
5274,"48.869559,2.393296"
5275,"48.861204,2.283672"
5276,"48.849227,2.289894"
5277,"48.886294,2.362728"
5278,"48.834436,2.389694"
5279,"48.879067,2.286776"
5280,"48.850358,2.35994"
5281,"48.886361,2.392714"
5282,"48.853982,2.344265"
5283,"48.834160833,2.264338167"
5284,"48.59383,2.196976"
5285,"48.868625,2.36706"
5286,"48.836272,2.301638"
5287,"48.823108,2.304741"
5288,"48.8359,2.400054"
5289,"48.857387,2.399481"
5290,"48.854682,2.330606"
5291,"48.865519,2.386538"
5292,"48.827196,2.367051"
5293,"48.875315,2.359035"
5294,"48.859034924,2.355490649"
5295,"48.858959,2.278346"
5296,"48.857623634,2.276386189"
5297,"48.84358,2.315349"
5298,"48.873122,2.283507"
5299,"48.844702322,2.352253102"
5300,"48.857944,2.319211"
5301,"48.826779,2.300738"
5302,"48.8951919,2.3636732"
5303,"48.843113,2.320449"
5304,"48.865840802,2.372381483"
5305,"48.854761,2.295252"
5306,"48.846294,2.285035"
5307,"48.859076,2.286784"
5308,"48.829362,2.345854"
5309,"48.855975,2.366442"
5310,"48.896797,2.352905"
5311,"48.874940243,2.412795239"
5312,"48.84294,2.296741"
5313,"48.825144604,2.357683373"
5314,"48.843255,2.337529"
5315,"48.863418,2.335121"
5316,"48.876388082,2.375717569"
5317,"48.863614,2.358524"
5318,"48.892051,2.346998"
5319,"48.839579,2.284004"
5320,"48.888471,2.391633"
5321,"48.833837,2.327396"
5322,"48.832146,2.303236"
5323,"48.853825,2.277694"
5324,"48.87848,2.33465"
5325,"48.85536,2.395554"
5326,"48.848441,2.260545"
5327,"48.844185,2.28125"
5328,"48.852979,2.29034"
5329,"48.880717,2.360178"
5330,"48.837531,2.291029"
5331,"48.858748,2.384523"
5332,"48.896489,2.3759"
5333,"48.849065,2.413177"
5334,"48.826091,2.341149"
5335,"48.878147,2.38388"
5336,"48.822065,2.363292"
5337,"48.841399,2.349792"
5338,"48.841579,2.348348"
5339,"48.860675,2.298342"
5340,"48.85253,2.287249"
5341,"48.860638,2.357261"
5342,"48.87244,2.333627"
5343,"48.876873,2.286023"
5344,"48.838645,2.321939"
5345,"48.868968,2.39523"
5346,"48.846347,2.405987"
5347,"48.836588,2.2462"
5348,"48.866379,2.296415"
5349,"48.834476,2.38974"
5350,"48.868212,2.402171"
5351,"48.836749,2.304903"
5352,"48.872591,2.331013"
5353,"48.8457673,2.4098595"
5354,"48.871411,2.486326"
5355,"48.89874,2.223718"
5356,"48.830243,2.299666"
5357,"48.8335634,2.3901649"
5358,"48.866824624,2.337464198"
5359,"48.834407,2.389881"
5360,"48.956083,2.459996"
5361,"48.825631,2.364588"
5362,"48.86351,2.367065"
5363,"48.899258,2.344661"
5364,"48.849147,2.412589"
5365,"48.834455,2.389568"
5366,"48.866895,2.34594"
5367,"48.917183,2.363125"
5368,"48.872606,2.33367"
5369,"48.866643,2.49123"
5370,"48.89051,2.298375"
5371,"48.87874,2.397803"
5372,"48.853962,2.406937"
5373,"48.847938,2.264805"
5374,"48.873952,2.384575"
5375,"48.893751,2.298916"
5376,"48.836585136,2.253732034"
5377,"48.834186,2.389739"
5378,"48.8343442,2.3896209"
5379,"48.83482,2.405584"
5380,"48.8284,2.308096"
5381,"48.847554,2.388614"
5382,"48.820812,2.323264"
5383,"48.829119,2.302628"
5384,"48.834358,2.38964"
5385,"48.568205,2.431186"
5386,"48.875251,2.334767"
5387,"48.913413,2.320185"
5388,"48.834201,2.389466"
5389,"48.862587519,2.37808014"
5390,"48.827874357,2.366743025"
5391,"48.834348,2.389553"
5392,"48.8682244,2.3838391"
5393,"48.846586,2.404645"
5394,"48.834455,2.389531"
5395,"48.836617,2.246889"
5396,"48.874116,2.296448"
5397,"48.883554,2.408415"
5398,"48.859701,2.29654"
5399,"48.875329,2.381663"
5400,"48.841334,2.327307"
5401,"48.851802,2.36774"
5402,"48.851756,2.330621"
5403,"48.859521,2.274646"
5404,"48.869516,2.342428"
5405,"48.835733087,2.359886469"
5406,"48.858827,2.352065"
5407,"48.86586,2.320506"
5408,"48.85588,2.27777"
5409,"48.876176,2.372307"
5410,"48.836523,2.301585"
5411,"48.866516,2.381484"
5412,"48.881931,2.322378"
5413,"48.868392,2.340083"
5414,"48.86466,2.293426"
5415,"48.847139,2.298548"
5416,"48.858774,2.343556"
5417,"48.880906,2.309095"
5418,"48.842459,2.265444"
5419,"48.843164,2.342783"
5420,"48.87088,2.345389"
5421,"48.84314,2.320234"
5422,"48.868683,2.355469"
5423,"48.89656,2.341853"
5424,"48.877683,2.405248"
5425,"48.881076,2.358575"
5426,"48.8306664,2.3801283"
5427,"48.822308,2.331151"
5428,"48.847876,2.307808"
5429,"48.839457199,2.356197045"
5430,"48.878417,2.299699"
5431,"48.864245,2.406887"
5432,"48.868497,2.274533"
5433,"48.821818,2.372795"
5434,"48.85095,2.348456"
5435,"48.847509,2.388847"
5436,"48.852571,2.340799"
5437,"48.831291,2.366732"
5438,"48.885849,2.394369"
5439,"48.8455,2.252763"
5440,"48.87427,2.362661"
5441,"48.82602,2.341285"
5442,"48.887544,2.344893"
5443,"48.881281,2.315319"
5444,"48.89395097,2.317692393"
5445,"48.83377,2.289689"
5446,"48.856361,2.411912"
5447,"48.821685,2.321727"
5448,"48.86056,2.367453"
5449,"48.886911,2.339351"
5450,"48.865575,2.333597"
5451,"48.850303,2.387279"
5452,"48.852612,2.347705"
5453,"48.887947,2.311631"
5454,"48.834539,2.389553"
5455,"49.049286,2.411913"
5456,"48.871358,2.337856"
5457,"48.843893,2.338996"
5458,"48.841488,2.26408"
5459,"48.836594,2.246818"
5460,"48.843616,2.323033"
5461,"48.83442,2.389739"
5462,"48.869384,2.402799"
5463,"48.831306,2.277308"
5464,"48.977871,2.412463"
5465,"48.834452,2.389765"
5466,"48.846286,2.40982"
5467,"48.852606,2.360261"
5468,"48.942738,2.501937"
5469,"48.829973,2.387928"
5470,"48.856219,2.370612"
5471,"48.86966,2.301507"
5472,"49.275326,2.489406"
5473,"48.906663,2.3923"
5474,"48.866194,2.408566"
5475,"48.816682,2.334086"
5476,"48.839571,2.262228"
5477,"48.879086,2.364895"
5478,"48.89869,2.223828"
5479,"48.863309,2.405422"
5480,"48.932291,2.368481"
5481,"48.834179,2.389762"
5482,"48.830568,2.299976"
5483,"48.834406,2.389565"
5484,"48.924965,2.420996"
5485,"48.887918,2.394794"
5486,"48.898101,2.325238"
5487,"48.835358,2.246082"
5488,"48.901866,2.434242"
5489,"48.849276,2.414312"
5490,"48.834412,2.389689"
5491,"48.934484167,2.270053333"
5492,"48.831359,2.292769"
5493,"48.808671,2.364401"
5494,"48.97769,2.412735"
5495,"48.8838781,2.3916377"
5496,"48.827829,2.366739"
5497,"48.849199,2.274117"
5498,"48.858521,2.287283"
5499,"48.847216,2.279103"
5500,"48.824709,2.339681"
5501,"48.834427,2.298972"
5502,"48.830823,2.31911"
5503,"48.834419,2.390507"
5504,"48.834417,2.389645"
5505,"48.885279,2.344555"
5506,"48.83407,2.283653"
5507,"48.8343716,2.3895465"
5508,"48.862491,2.403057"
5509,"48.890134,2.325095"
5510,"48.849542,2.414687"
5511,"48.878704,2.397895"
5512,"48.830325,2.29993"
5513,"48.869219,2.494601"
5514,"48.072083,-1.234016"
5515,"48.838563,2.277952"
5516,"48.824124,2.353021"
5517,"48.837449,2.346283"
5518,"48.856973,2.341001"
5519,"48.888235,2.29368"
5520,"48.833793,2.289678"
5521,"48.873398,2.396359"
5522,"48.835252,2.406607"
5523,"48.834377,2.389821"
5524,"48.840702,2.323388"
5525,"48.861102,2.412948"
5526,"48.834415,2.389613"
5527,"48.928498,2.36303"
5528,"48.834471,2.389446"
5529,"48.873269,2.396525"
5530,"48.826753,2.327215"
5531,"48.833441,2.356396"
5532,"48.852439,2.333073"
5533,"48.820017,2.361632"
