,capacity,geo_point_2d
1229,5,"48.895755163385445,2.3236698910136004"
1230,6,"48.89735079832311,2.3277207503476913"
1231,6,"48.85430625715966,2.359139255937159"
1232,6,"48.87269453076703,2.376044520851734"
1233,5,"48.881262123475885,2.370443118007912"
1234,6,"48.852001210716566,2.314304708032662"
1235,6,"48.87067854754845,2.3328693552501334"
1236,6,"48.857815483508325,2.2636783445077926"
1237,10,"48.84964475675212,2.35060187440944"
1238,6,"48.862915998123924,2.3376352170449097"
1239,6,"48.88407388480135,2.3148966096441232"
1240,5,"48.82096937643169,2.3753420850788998"
1241,6,"48.89287962443927,2.339076588069944"
1242,5,"48.89053851361629,2.3355843807051477"
1243,6,"48.88272016821377,2.3801668887289833"
1244,6,"48.84630161615469,2.3412853425754356"
1245,6,"48.844133308682586,2.345856463192433"
1246,6,"48.838489322390835,2.3933588140093263"
1247,6,"48.85192192269257,2.3432038038095078"
1248,6,"48.84198119581673,2.336209891557569"
1249,7,"48.85031358036285,2.3773410901886525"
1250,6,"48.83876170576916,2.404158204084583"
1251,9,"48.86901704775396,2.329497030494752"
1252,7,"48.83728691583139,2.397916883832689"
1253,6,"48.872799511897895,2.307938609578714"
1254,6,"48.855700118250425,2.4086456471704225"
1255,6,"48.86605149493531,2.3420458618153925"
1256,6,"48.843393603255294,2.3465069856050684"
1257,6,"48.86042091833229,2.3831383641931874"
1258,6,"48.85559125672717,2.3336163686998326"
1259,3,"48.872733637037314,2.4038708657011165"
1260,7,"48.859833563316464,2.3885884694810806"
1261,7,"48.83118771573465,2.35767833242903"
1262,6,"48.865759323946236,2.330224859733694"
1263,6,"48.8440210343824,2.354778756316556"
1264,6,"48.87244061078139,2.3446848050662195"
1265,5,"48.85547298250283,2.3267116529904057"
1266,6,"48.86508382705547,2.340760997451404"
1267,7,"48.839199847870134,2.3303504595399094"
1268,6,"48.82562757873943,2.3114368248215578"
1269,6,"48.877712147658634,2.3154630988366223"
1270,6,"48.87752243600636,2.381144790413515"
1271,6,"48.863662394551774,2.2797664515071654"
1272,6,"48.83115674685471,2.3053792791869956"
1273,5,"48.87002977063432,2.376066538640266"
1274,5,"48.82306763230765,2.3595724573398913"
1275,6,"48.8459270975557,2.37089583678219"
1276,6,"48.86645837323298,2.307750188987344"
1277,6,"48.84880846009128,2.328794861585649"
1278,6,"48.88369374479935,2.364437187545592"
1279,6,"48.81941148083729,2.3737967802294695"
1280,5,"48.87401400446752,2.347259230128202"
1281,6,"48.840408350442665,2.3505365851140763"
1282,6,"48.840229431005746,2.346268227980195"
1283,6,"48.84943327876148,2.3796803285029533"
1284,6,"48.89093861554151,2.3452924513367726"
1285,6,"48.893583912472124,2.347255772591336"
1286,6,"48.88115747442897,2.2896523741296813"
1287,6,"48.88554512583349,2.2937199710874943"
1288,7,"48.89811747154783,2.3253182212154813"
1289,6,"48.89020836025358,2.362529140833117"
1290,6,"48.886158877627544,2.3439910981589906"
1291,5,"48.877523213316415,2.4003492476161354"
1292,6,"48.87230437827158,2.3930012931606726"
1293,5,"48.86884945116564,2.408425857404699"
1294,6,"48.85552810006013,2.3868735097237206"
1295,6,"48.856067679989124,2.400749616412482"
1296,6,"48.89247304206956,2.304128033747999"
1297,6,"48.870724965976656,2.2881689847256523"
1298,6,"48.89015632809949,2.3421196431037763"
1299,6,"48.86786591550455,2.392448524328329"
1300,6,"48.87413872187673,2.307536569183066"
1301,6,"48.83383246164034,2.289736143576903"
1302,7,"48.88637976918073,2.369425592275304"
1303,6,"48.88624771022589,2.2854565352294287"
1304,6,"48.88242032889455,2.301101620627003"
1305,6,"48.88292461876651,2.3317621588927406"
1306,6,"48.881204204806885,2.3493464334536625"
1307,6,"48.86973935542615,2.36088599522922"
1308,7,"48.8650556247366,2.309809155364542"
1309,6,"48.86833965153434,2.3615366244789135"
1310,6,"48.87802579335935,2.340926456306053"
1311,6,"48.88021283004052,2.343637129780115"
1312,6,"48.84618469284138,2.2722203439080695"
1313,6,"48.87772389832492,2.3061942300164993"
1314,6,"48.85332109291764,2.266563466594597"
1315,6,"48.85263847444293,2.265422020324791"
1316,6,"48.84341370609971,2.323709283262757"
1317,6,"48.845709083871036,2.2880792823596354"
1318,6,"48.85021502442836,2.392462692026023"
1319,6,"48.83307160054408,2.387539014864581"
1320,6,"48.856828685333184,2.3302285378439556"
1321,6,"48.84627049810657,2.332374595210593"
1322,6,"48.86205979978764,2.2700748619665525"
1323,6,"48.85419460876808,2.390212330358367"
1324,6,"48.833113440420696,2.4042869066732497"
1325,4,"48.856539063676415,2.4052278195876466"
1326,6,"48.85898780995801,2.368804675870522"
1327,6,"48.85799140549081,2.329354232473042"
1328,6,"48.82863161595898,2.2957970720649046"
1329,6,"48.83162781448163,2.296908180960123"
1330,6,"48.87690538755761,2.3335654185989174"
1331,6,"48.84953275222546,2.2715470401949163"
1332,6,"48.8430097578604,2.3193014776402716"
1333,6,"48.849444872965805,2.2898837744317575"
1334,6,"48.85255909859169,2.2925950687452192"
1335,6,"48.892281483727416,2.381359220747985"
1336,6,"48.87741448999197,2.294220217547018"
1337,6,"48.88831895223362,2.317225167345625"
1338,6,"48.845303938668806,2.383519738382463"
1339,5,"48.87621148255816,2.319672098632348"
1340,6,"48.85872347212342,2.3460365907322718"
1341,6,"48.84373998178517,2.349591719988445"
1342,6,"48.8846767648134,2.3800852771117973"
1343,6,"48.884986477772806,2.2909972323917596"
1344,6,"48.88941577283505,2.333676515743707"
1345,6,"48.8267546215654,2.332070845317424"
1346,6,"48.86996996338546,2.342562019230422"
1347,6,"48.85290418867307,2.3612014347770627"
1348,6,"48.84334193014701,2.3852695397135752"
1349,5,"48.883172310128394,2.3017755379825293"
1350,5,"48.83220859744174,2.313024355864594"
1351,6,"48.88158683982541,2.3618027454268042"
1352,6,"48.87112430397579,2.32173773243075"
1353,5,"48.84952387856973,2.295921251660927"
1354,5,"48.88295178098487,2.2980924505970575"
1355,7,"48.82599878142225,2.378279486419651"
1356,6,"48.879106520957315,2.3229702156467087"
1357,10,"48.866326378610026,2.326603086622828"
1358,6,"48.83348371099412,2.3259808812055685"
1359,6,"48.84796688410973,2.3926428277337513"
1360,5,"48.880271110418555,2.398760376639745"
1361,6,"48.831447393877355,2.292807565084741"
1362,9,"48.88283610416071,2.359527482291989"
1363,6,"48.86847655859863,2.367138696187538"
1364,7,"48.89317416085197,2.337664172505205"
1365,6,"48.84619935335368,2.375628351120614"
1366,7,"48.836584264339265,2.395055979383032"
1367,6,"48.85232532926636,2.3417718650204327"
1368,6,"48.861854461860815,2.340581243716257"
1369,6,"48.84071683898825,2.399182502620105"
1370,6,"48.82392134036037,2.3515899789107433"
1371,5,"48.830296612386064,2.3702971597803755"
1372,6,"48.88407058040646,2.31837830866284"
1373,6,"48.89968509424813,2.345511579529613"
1374,6,"48.8584185905239,2.3551315636000303"
1375,6,"48.876151756713256,2.3795549622241765"
1376,6,"48.832179399779406,2.397225930056286"
1377,6,"48.84734409067385,2.41607339939534"
1378,6,"48.87376366335381,2.2984821307054473"
1379,6,"48.84287720159873,2.2799358598862045"
1380,7,"48.883024026107805,2.3383454886740576"
1381,6,"48.85446925614607,2.3426985513455416"
1382,7,"48.89785410990402,2.3490211620576553"
1383,5,"48.8823039018298,2.3962069257886736"
1384,6,"48.84409996304377,2.2750565783876997"
1385,6,"48.845406881796215,2.3106053384014973"
1386,6,"48.87304733931248,2.346713494792125"
1387,5,"48.85014885943108,2.368672609437233"
1388,6,"48.83927060567362,2.266747080887165"
1389,6,"48.85033120804337,2.3070675941941152"
1390,6,"48.85673635278297,2.300031130871266"
1391,6,"48.87852835326609,2.3344591723651518"
1392,4,"48.88457873192166,2.3336295801852285"
1393,5,"48.87087776982082,2.313389156572596"
1394,6,"48.85402801904464,2.4025418353887353"
1395,6,"48.887231093752376,2.319440232280226"
1396,6,"48.887609692996406,2.320320077309687"
1397,6,"48.88853420479072,2.3399357013201927"
1398,6,"48.887222844811305,2.3755829924333773"
1399,6,"48.88990544936126,2.37767240132691"
1400,6,"48.827364727843765,2.336625134683535"
1401,5,"48.88199488373262,2.351870866081963"
1402,5,"48.877322415363686,2.3695931513630173"
1403,5,"48.8731076567972,2.327520019161567"
1404,6,"48.854526413974156,2.328768615216173"
1405,5,"48.870750365117985,2.3032756878209337"
1406,6,"48.844111198150905,2.3330754403820535"
1407,7,"48.891664917344734,2.299945329690927"
1408,8,"48.88391423242481,2.3119482899540182"
1409,6,"48.82978354503152,2.305291544584283"
1410,6,"48.847014028898116,2.2743586129245483"
1411,6,"48.84719286002171,2.403406279862897"
1412,6,"48.85473391709599,2.3549361962382847"
1413,6,"48.85020642100685,2.317987889889123"
1414,6,"48.85769959231328,2.335636660193497"
1415,6,"48.83015474756838,2.3199535272809904"
1416,6,"48.8847908555456,2.3737300458289994"
1417,6,"48.89622082700286,2.3389966359344156"
1418,6,"48.884518156460565,2.305913079458046"
1419,6,"48.88610920994032,2.303909381810468"
1420,6,"48.88016364412384,2.302307018010237"
1421,6,"48.877061692510686,2.285783499569269"
1422,6,"48.87980230319497,2.332903993416139"
1423,6,"48.877047321835484,2.351602601522897"
1424,6,"48.86753272448866,2.3061095435316297"
1425,6,"48.87746762889567,2.370371723257954"
1426,6,"48.87939801668527,2.3847574511663177"
1427,6,"48.874447671688,2.38146913496748"
1428,6,"48.82009253917113,2.355446237013984"
1429,6,"48.867344969482325,2.3013905754575292"
1430,6,"48.875366728188766,2.37022831227476"
1431,6,"48.85721435225607,2.3934601814667418"
1432,6,"48.84640158138669,2.3308623383823877"
1433,6,"48.844419917131425,2.3299150416051617"
1434,6,"48.8394698760717,2.356210027292008"
1435,6,"48.8663659860259,2.290993334474434"
1436,6,"48.84194328080963,2.279010020451948"
1437,6,"48.86677681776285,2.3927093279240323"
1438,6,"48.84897327433783,2.2652689771589207"
1439,6,"48.84174312268158,2.3895066727832743"
1440,6,"48.83330007349737,2.317159063820943"
1441,6,"48.83079349297706,2.3991346723055433"
1442,6,"48.85165192291441,2.3002254590461226"
1443,6,"48.828916830902244,2.294586639164393"
1444,6,"48.859050446815175,2.278292045323803"
1445,6,"48.872715134752376,2.3741010132947444"
1446,6,"48.87245411371927,2.3334788244423095"
1447,6,"48.85044059243414,2.2910917558074013"
1448,6,"48.82259683555468,2.3240598032112203"
1449,6,"48.88126544790278,2.312328769382609"
1450,6,"48.85764181758285,2.3543529074494227"
1451,7,"48.88943765702569,2.370187326981216"
1452,6,"48.848782954944966,2.3682735051363766"
1453,6,"48.8741116873795,2.299728736564213"
1454,6,"48.855623268759835,2.336754856628648"
1455,7,"48.85835743014551,2.38923463926276"
1456,8,"48.83061309399657,2.3524085988698458"
1457,5,"48.84412849605397,2.4144268695327904"
1458,6,"48.87017585998763,2.3408187608573696"
1459,8,"48.84890015554169,2.3549828068596153"
1460,6,"48.84275351734159,2.3543473628211826"
1461,6,"48.87133949454346,2.2998769990186796"
1462,6,"48.85331403222162,2.297259826461361"
1463,6,"48.84394309730027,2.2885912782902746"
1464,6,"48.872194924924415,2.3220254367059896"
1465,6,"48.87186482952737,2.314159919743076"
1466,6,"48.832602691657556,2.297521423811186"
1467,6,"48.83556251750056,2.325850848441234"
1468,6,"48.870947193365566,2.283851537884342"
1469,6,"48.855852786964405,2.362587093444273"
1470,6,"48.88151875480376,2.3314856507143875"
1471,7,"48.86061160810516,2.367172956543093"
1472,6,"48.8868774794712,2.339282078742055"
1473,6,"48.88857922988123,2.3329604878611905"
1474,6,"48.86189867079749,2.3013695682765145"
1475,6,"48.877742259236385,2.4052768247106764"
1476,6,"48.86971839925812,2.300738128013353"
1477,6,"48.856687398877156,2.3415546650490247"
1478,5,"48.87068348501501,2.358674193553761"
1479,6,"48.825153474679155,2.349455410323612"
1480,6,"48.85582192464381,2.3692624212185116"
1481,6,"48.86451648882004,2.36362473671292"
1482,6,"48.8439760378304,2.3552449658287276"
1483,6,"48.8204350380784,2.342722036658054"
1484,6,"48.83967629727374,2.337697307828926"
1485,6,"48.86664757448515,2.323598953546896"
1486,6,"48.87508440072272,2.3415993725168582"
1487,7,"48.84524229709221,2.4000407321970334"
1488,6,"48.86585328927889,2.3260655725373924"
1489,6,"48.874001498329086,2.3798799969923725"
1490,6,"48.84627621344519,2.2791609308043435"
1491,6,"48.84009320363954,2.4002129490455415"
1492,6,"48.8427433512203,2.3392627888862543"
1493,6,"48.846994952097766,2.3186337891537763"
1494,6,"48.89320596232398,2.3619975339024206"
1495,6,"48.859046735742815,2.2869717764628925"
1496,6,"48.851293937250695,2.308730922288725"
1497,6,"48.85663370068469,2.3611966922520677"
1498,6,"48.84786694537842,2.3076126609338994"
1499,6,"48.884015078051014,2.3612697623392886"
1500,6,"48.82626887346212,2.338379566359074"
1501,6,"48.852852737307195,2.386227441705668"
1502,6,"48.89447055554747,2.351448294284308"
1503,4,"48.84194394868139,2.3403554248354093"
1504,6,"48.8665254796591,2.410062451949628"
1505,6,"48.8510565644106,2.3415938726913903"
1506,6,"48.85786526654001,2.366246609341446"
1507,6,"48.86293326273621,2.366491463188929"
1508,6,"48.821071947595186,2.378523251633415"
1509,6,"48.828001539555714,2.3805432901244945"
1510,5,"48.830072376195965,2.350956731093119"
1511,6,"48.85929091501956,2.3579190921078657"
1512,10,"48.83142873031002,2.3428827327603305"
1513,6,"48.895799009058344,2.3247812909722954"
1514,6,"48.87968477020982,2.389766666283684"
1515,6,"48.88188126703491,2.2852267826406014"
1516,6,"48.8900540917019,2.3401796435178857"
1517,6,"48.885653088424974,2.309929476374109"
1518,8,"48.884306621610094,2.3093688754606716"
1519,14,"48.859979421547735,2.388874610743472"
1520,6,"48.88315257740061,2.3102858899245793"
1521,5,"48.87236546819535,2.347939971486164"
1522,6,"48.83557554984577,2.286303803446817"
1523,5,"48.87752845577546,2.3484195700362807"
1524,6,"48.87834141137844,2.299810324846998"
1525,6,"48.88323080412677,2.319400735178991"
1526,5,"48.84262650969616,2.3003474667170805"
1527,6,"48.873474135339904,2.320168541777561"
1528,6,"48.87897836601582,2.29104001459632"
1529,6,"48.85004707818476,2.32936077777407"
1530,6,"48.847433053175465,2.3891336444730085"
1531,5,"48.85546574524834,2.3901396216516875"
1532,6,"48.861738376976746,2.35875176996013"
1533,6,"48.84844548268962,2.324501102112848"
1534,5,"48.8753958613256,2.3590496002263426"
1535,7,"48.88575750848102,2.368498648693715"
1536,6,"48.895786278109824,2.3397445068477434"
1537,6,"48.883421732377855,2.3059336339141914"
1538,6,"48.87929376445851,2.2863486569591602"
1539,6,"48.878128301027544,2.3511901529431407"
1540,6,"48.89518922852381,2.3327841049105493"
1541,6,"48.872174724408914,2.3715673430680964"
1542,6,"48.854072218129275,2.2655039669679575"
1543,5,"48.83971274215458,2.3092100318447324"
1544,8,"48.829641052353395,2.3339812578110886"
1545,6,"48.85163621158637,2.4071426962401263"
1546,6,"48.84806048142986,2.4041113091343336"
1547,6,"48.84398113457635,2.387245510797106"
1548,6,"48.84042050834311,2.397584406647112"
1549,6,"48.83122072184742,2.3212947036075393"
1550,6,"48.84157568133249,2.279846474612953"
1551,6,"48.849551011754414,2.3308517458993876"
1552,6,"48.840846660455604,2.258387336373814"
1553,6,"48.864808668566894,2.2883744031550326"
1554,7,"48.84292082315334,2.4144847769398465"
1555,6,"48.85059257923753,2.295558387263433"
1556,6,"48.84862000091958,2.2985483280461536"
1557,6,"48.879618801942875,2.3272088490004137"
1558,6,"48.8600551135508,2.2780545451758982"
1559,5,"48.873070670560445,2.3353077346523783"
1560,7,"48.82661999802708,2.381977444686294"
1561,5,"48.863145840743336,2.4024809521969974"
1562,4,"48.82722155495908,2.356854695917871"
1563,5,"48.83597100100596,2.3589490667840916"
1564,6,"48.867352588088025,2.3346926567165096"
1565,6,"48.873438269207554,2.3237387092070705"
1566,6,"48.853278685934384,2.313245432820573"
1567,6,"48.85657461219722,2.293663537981229"
1568,6,"48.87027849713656,2.3111392867570304"
1569,6,"48.84356227598924,2.2977644536265918"
1570,6,"48.83814380013391,2.263017214064443"
1571,6,"48.87825358756572,2.390938501240013"
1572,6,"48.852396598711415,2.310311736633805"
1573,6,"48.8462806431042,2.376137180972047"
1574,6,"48.86212643045331,2.2830152760694817"
1575,8,"48.851695913333415,2.3306660554609047"
1576,6,"48.83582441657387,2.351390107473934"
1577,6,"48.83744115093782,2.347219058802926"
1578,6,"48.841279010600964,2.3860140239664847"
1579,6,"48.8346104559693,2.3606749380903693"
1580,6,"48.87174734202569,2.28084116944742"
1581,5,"48.890026637433444,2.3249199786820283"
1582,6,"48.85346613595016,2.2971984349225987"
1583,6,"48.874168577059486,2.336919469075769"
1584,6,"48.884436930449525,2.366992252720501"
1585,6,"48.8525457508544,2.287373020401077"
1586,6,"48.88163374612432,2.3810788423729567"
1587,6,"48.84144355469066,2.315523397056758"
1588,6,"48.84998488431753,2.3281559818397475"
1589,6,"48.881554065976324,2.318821744173278"
1590,6,"48.85682682967051,2.280748436883048"
1591,6,"48.87391937529461,2.2877928825300446"
1592,6,"48.85741357752627,2.399528577034533"
1593,6,"48.839467943090895,2.3147830766210094"
1594,6,"48.880382310644585,2.395685316687746"
1595,6,"48.8782006252628,2.35573140789996"
1596,6,"48.86754507358709,2.344817769051069"
1597,7,"48.86960266565112,2.3392964383291375"
1598,11,"48.88646411229429,2.381538361224409"
1599,6,"48.87501380209549,2.3229913369948805"
1600,6,"48.87413027555298,2.289747477505186"
1601,6,"48.85511907954138,2.3652342966425257"
1602,6,"48.881524000726245,2.3871818208223847"
1603,6,"48.88075274571407,2.388065697514534"
1604,5,"48.88295219815591,2.3823826177836205"
1605,6,"48.88894605916851,2.35430660647238"
1606,6,"48.86337097009755,2.2742419650873047"
1607,6,"48.87219457152258,2.308935260976838"
1608,6,"48.87330946545917,2.3178675929996992"
1609,6,"48.88400915840402,2.391564101827111"
1610,6,"48.879201120593095,2.3523674812714823"
1611,6,"48.864653845941554,2.3643895110065603"
1612,6,"48.858596881987424,2.343756436214548"
1613,6,"48.84501066919897,2.2770751512672858"
1614,5,"48.84972029621978,2.296137703657169"
1615,5,"48.87015621738023,2.3320123558810533"
1616,7,"48.871661067305084,2.3646857260181195"
1617,6,"48.868588890049075,2.287217630774464"
1618,7,"48.8983272907499,2.3828688464376784"
1619,5,"48.885667397823916,2.319899572563215"
1620,6,"48.87031596336209,2.337246216678622"
1621,6,"48.8184419145263,2.370543155432925"
1622,6,"48.865501207150174,2.36393559437406"
1623,6,"48.88195108461345,2.3392599263280207"
1624,6,"48.83565081742778,2.299526913666102"
1625,6,"48.85306936768836,2.319264217517704"
1626,6,"48.89229886498334,2.3295444069008093"
1627,6,"48.84700154130111,2.3740831850029807"
1628,6,"48.837809655005806,2.3943000572082886"
1629,6,"48.85698038777322,2.3672248678261965"
1630,6,"48.858566401791656,2.3614394880340925"
1631,6,"48.84109050744399,2.394280308527142"
1632,6,"48.8638182846366,2.366831768710801"
1633,6,"48.86311949293193,2.364236539051559"
1634,6,"48.861746930568025,2.3613911329410686"
1635,6,"48.85834130036895,2.3821214173418914"
1636,6,"48.82275209412526,2.3406026937731026"
1637,6,"48.832399934962645,2.3461870527591677"
1638,6,"48.84253042683993,2.3436801942598695"
1639,6,"48.85017341396778,2.3461387832604133"
1640,5,"48.8261916525956,2.367104237806404"
1641,6,"48.86060348748298,2.357310544042454"
1642,6,"48.88340903524239,2.3251895220390097"
1643,6,"48.859888024135394,2.3546156789273462"
1644,6,"48.84227702425356,2.352645405372441"
1645,8,"48.8313930318674,2.347795603184568"
1646,6,"48.84727221948514,2.35276258808698"
1647,6,"48.894512976288866,2.3196720185410613"
1648,5,"48.891321277166725,2.3622767362913235"
1649,6,"48.83742108290396,2.391680342711588"
1650,5,"48.865416290253805,2.342769381653073"
1651,5,"48.83864935895409,2.3134340008894734"
1652,6,"48.8535292892026,2.3592697266509215"
1653,6,"48.89131203474722,2.341432953781035"
1654,6,"48.84542176108177,2.3560429695539056"
1655,6,"48.8640496940795,2.3801330321011904"
1656,6,"48.88114871766889,2.324353411445678"
1657,6,"48.82697743263858,2.3745951142026858"
1658,6,"48.850988982807266,2.3012179398176693"
1659,6,"48.87524806725265,2.373790346420333"
1660,6,"48.85194225471092,2.3992935557003974"
1661,6,"48.84963882338651,2.3082648882844623"
1662,5,"48.85795374402616,2.272437041753829"
1663,6,"48.879612883547885,2.2913583781808513"
1664,6,"48.820682893943975,2.361091963377412"
1665,6,"48.88534120991039,2.3342318004512723"
1666,6,"48.88828984214266,2.3190219124500087"
1667,6,"48.89101698923019,2.351626684615847"
1668,6,"48.88359772221217,2.3387990189773036"
1669,6,"48.85632282907828,2.3148029428617547"
1670,6,"48.84611476512566,2.299010303887531"
1671,6,"48.855183266799195,2.3306311376332567"
1672,6,"48.860862862509364,2.2861060632366357"
1673,6,"48.83314236832984,2.324842694403863"
1674,6,"48.82440180368956,2.3753948915942207"
1675,6,"48.81979805805929,2.350026686141109"
1676,6,"48.84723963134684,2.377674225010286"
1677,5,"48.83881696683922,2.299109681663791"
1678,6,"48.841623029207064,2.2656046723137324"
1679,5,"48.86465930204152,2.369983611419154"
1680,6,"48.89227956893713,2.365219805115699"
1681,6,"48.87001373291659,2.3915730508187876"
1682,6,"48.88057765601972,2.325274431085816"
1683,6,"48.896230914353026,2.338858479540075"
1684,6,"48.88182970363587,2.2938274976590756"
1685,7,"48.87106912729663,2.362818147581033"
1686,6,"48.86594175841598,2.3041168703644908"
1687,6,"48.8860873326504,2.377650038890516"
1688,8,"48.89722079144306,2.3241534502436605"
1689,6,"48.889928916966404,2.3872189370437122"
1690,6,"48.851717913637295,2.2935958022126"
1691,6,"48.87887781969418,2.34727501758534"
1692,5,"48.87731563718226,2.3893365546507312"
1693,7,"48.880815962526555,2.3169393109273297"
1694,8,"48.87586747615561,2.309346845483741"
1695,6,"48.83856931072607,2.305033411181051"
1696,6,"48.85377141976543,2.3881252202558976"
1697,6,"48.85250737592166,2.38343936132485"
1698,6,"48.8361790487499,2.353360434970825"
1699,6,"48.85522272969521,2.3071294895580414"
1700,6,"48.86621550964809,2.3900798237614533"
1701,6,"48.841370235749665,2.4049857754127264"
1702,7,"48.868895086428246,2.275864427221863"
1703,6,"48.85792924300004,2.3072639241325366"
1704,6,"48.858101528629575,2.309289226565826"
1705,6,"48.848908606381386,2.4062773631140186"
1706,6,"48.841954767192476,2.264293394061887"
1707,6,"48.84049115324324,2.391088828830708"
1708,6,"48.83624614181886,2.398878452447892"
1709,7,"48.83535682835422,2.392986741594412"
1710,6,"48.83560513155082,2.361624910335413"
1711,6,"48.84957536394293,2.3698689612553454"
1712,7,"48.84974151072882,2.3726174645908635"
1713,7,"48.83186075605379,2.35655439580868"
1714,6,"48.862067420180686,2.4014435932098115"
1715,6,"48.84679087364337,2.4100220297873665"
1716,6,"48.848008180766485,2.3472289980425973"
1717,6,"48.82726687860596,2.3670750609251514"
1718,6,"48.848319867159134,2.350861857475202"
1719,6,"48.861151030749056,2.35808251268587"
1720,12,"48.83355345310875,2.3243406887290354"
1721,6,"48.85869279624926,2.328631781493019"
1722,6,"48.839603788786626,2.3513072515225057"
1723,6,"48.83846819936542,2.3116667229344294"
1724,6,"48.870476682620264,2.3267784621449343"
1725,6,"48.85038871677051,2.305391484351028"
1726,6,"48.84982133978368,2.313180093982041"
1727,6,"48.85054502862735,2.294154454271387"
1728,6,"48.888978811699324,2.351666554998388"
1729,6,"48.87956960747527,2.3184177714762693"
1730,6,"48.85626310704979,2.2798716621006068"
1731,6,"48.89043813320741,2.3020687240440902"
1732,6,"48.829068788381,2.306650862154991"
1733,6,"48.84389745653215,2.3845988197435544"
1734,6,"48.847858722011274,2.3908760296069738"
1735,6,"48.86755570187284,2.3758324764261953"
1736,5,"48.86518810685615,2.354341371805833"
1737,6,"48.81826904936951,2.363408531505643"
1738,6,"48.863163688687855,2.338653462848653"
1739,6,"48.86305357981767,2.3393314028960526"
1740,6,"48.84052633860634,2.400293500631695"
1741,6,"48.84960892009534,2.3152830235152315"
1742,5,"48.87336939175498,2.395952140447298"
1743,5,"48.85100439258718,2.345936657934639"
1744,7,"48.8934222745615,2.323401360564397"
1745,6,"48.87382643051171,2.3797778019747886"
1746,6,"48.872749024514995,2.2932098484169323"
1747,6,"48.8274686921766,2.326034946932222"
1748,6,"48.87690122791709,2.3194467617301644"
1749,5,"48.8844645475765,2.294554244601997"
1750,6,"48.837716535003366,2.382693648560362"
1751,6,"48.86669980284215,2.2897450597182405"
1752,6,"48.86259311847414,2.3724877626377983"
1753,6,"48.87141028894404,2.3371379338979055"
1754,6,"48.82704446905708,2.370731630735491"
1755,7,"48.87633122463201,2.3108217256256762"
1756,6,"48.85911535125452,2.304741319633534"
1757,6,"48.860999706006474,2.3055175929581813"
1758,7,"48.877898589152146,2.318327685212485"
1759,7,"48.829812851229164,2.3487522423932945"
1760,6,"48.87128131191141,2.288995068480602"
1761,6,"48.89542234572635,2.349741092984526"
1762,6,"48.861123624763074,2.4128051743676786"
1763,6,"48.86089983287284,2.361234314650075"
1764,6,"48.862757137749455,2.364701989622874"
1765,6,"48.84646758477549,2.3975165038162065"
1766,6,"48.84191355191157,2.3374565728526813"
1767,6,"48.86372922681524,2.3833949345257146"
1768,6,"48.850088434907356,2.3658556100577517"
1769,6,"48.88731651465336,2.3368901205203123"
1770,6,"48.82719565180629,2.361713825214572"
1771,6,"48.89031717305367,2.326762322321062"
1772,6,"48.85477295742376,2.378224820276066"
1773,6,"48.83186359032875,2.3413029417224203"
1774,6,"48.860252181307985,2.3822772341461977"
1775,6,"48.83678106366359,2.371806967372265"
1776,6,"48.85392771631242,2.33305010275822"
1777,5,"48.88837375772968,2.3917185841594795"
1778,6,"48.89581054084162,2.341877442408537"
1779,6,"48.8856330414236,2.316955021558423"
1780,6,"48.88146712999465,2.3966267269809034"
1781,10,"48.88500198392593,2.352748354463786"
1782,6,"48.8800374470177,2.375492791334706"
1783,6,"48.887168446925784,2.380732993276326"
1784,6,"48.87613778583932,2.288946674874833"
1785,5,"48.865506034871515,2.386435166775438"
1786,5,"48.87442788009923,2.36180902226534"
1787,5,"48.869015996718765,2.3829716773882246"
1788,5,"48.8934652891536,2.32551157428635"
1789,6,"48.87551805312285,2.2959569468961143"
1790,6,"48.87102596948644,2.3766330065145205"
1791,5,"48.86344294707331,2.339636841589026"
1792,5,"48.88344349115409,2.3710853235206346"
1793,6,"48.86585146353323,2.2757322249554672"
1794,6,"48.8358781954953,2.25433555158059"
1795,6,"48.84254176277163,2.3348226615179435"
1796,6,"48.831785932465664,2.3218472869133477"
1797,6,"48.8477770667223,2.3242018066895143"
1798,6,"48.88485989638402,2.2852639680126217"
1799,6,"48.878582678835606,2.350425760895427"
1800,6,"48.84784216532308,2.302610657600846"
1801,6,"48.8684205075885,2.362426405932121"
1802,5,"48.891696741959194,2.3334490668483934"
1803,6,"48.878082412746494,2.383848628928244"
1804,6,"48.88241677823607,2.345596206319039"
1805,6,"48.87988107858971,2.345180269408984"
1806,4,"48.869484160692885,2.365487781022735"
1807,7,"48.87165326407647,2.3675898017582067"
1808,6,"48.859654233514675,2.373329466813187"
1809,6,"48.84656626949481,2.3208217729023253"
1810,5,"48.8316219309803,2.354325110623759"
1811,7,"48.84550463867861,2.4094313002408767"
1812,6,"48.82519307287139,2.3607509629315575"
1813,6,"48.84927648449252,2.344779160550347"
1814,6,"48.851166089407236,2.366514169686292"
1815,6,"48.86220329425762,2.305479219887356"
1816,1,"48.87375028431232,2.326747959519688"
1817,6,"48.852827597219964,2.323699463058208"
1818,6,"48.83903982256278,2.34903247332894"
1819,6,"48.8469217030708,2.2941927363884784"
1820,6,"48.87020873617855,2.2965883523984303"
1821,7,"48.88011389542736,2.3156101406033915"
1822,6,"48.877358439493385,2.3006727194178294"
